Text	Pronoun	Pronoun-offset	A	A-offset
Mary Elizabeth Ariail , another social-studies teacher , says she believed Mrs. Yeargin wanted to keep her standing high so she could get a new job that would n't demand good hearing .	she	10	Mary Elizabeth Ariail	1
Mary Elizabeth Ariail , another social-studies teacher , says she believed Mrs. Yeargin wanted to keep her standing high so she could get a new job that would n't demand good hearing .	she	21	Yeargin	13
Mary Elizabeth Ariail , another social-studies teacher , says she believed Mrs. Yeargin wanted to keep her standing high so she could get a new job that would n't demand good hearing .	her	17	Yeargin	13
Last March , after attending a teaching seminar in Washington , Mrs. Yeargin says she returned to Greenville two days before annual testing feeling that she had n't prepared her low-ability geography students adequately . When test booklets were passed out 48 hours ahead of time , she says she copied questions in the social studies section and gave the answers to students .	she	15	Yeargin	13
Last March , after attending a teaching seminar in Washington , Mrs. Yeargin says she returned to Greenville two days before annual testing feeling that she had n't prepared her low-ability geography students adequately . When test booklets were passed out 48 hours ahead of time , she says she copied questions in the social studies section and gave the answers to students .	she	13	Yeargin	13
Last March , after attending a teaching seminar in Washington , Mrs. Yeargin says she returned to Greenville two days before annual testing feeling that she had n't prepared her low-ability geography students adequately .	her	30	Yeargin	13
Last March , after attending a teaching seminar in Washington , Mrs. Yeargin says she returned to Greenville two days before annual testing feeling that she had n't prepared her low-ability geography students adequately .	she	26	Yeargin	13
Last March , after attending a teaching seminar in Washington , Mrs. Yeargin says she returned to Greenville two days before annual testing feeling that she had n't prepared her low-ability geography students adequately .	she	15	Yeargin	13
Mrs. Yeargin admits she made a big mistake but insists her motives were correct . `` I was trying to help kids in an unfair testing situation , '' she says .	she	15	Yeargin	2
Mrs. Yeargin admits she made a big mistake but insists her motives were correct .	her	11	Yeargin	2
Mrs. Yeargin admits she made a big mistake but insists her motives were correct .	she	4	Yeargin	2
Mrs. Yeargin says that she also wanted to help lift Greenville High School 's overall test scores , usually near the bottom of 14 district high schools in rankings carried annually by local newspapers . `` These kids broke my heart , '' she says .	she	9	Yeargin	2
Mrs. Yeargin says that she also wanted to help lift Greenville High School 's overall test scores , usually near the bottom of 14 district high schools in rankings carried annually by local newspapers . Mostly , she says , she wanted to prevent the damage to self-esteem that her low-ability students would suffer from doing badly on the test .	her	15	Yeargin	2
Mrs. Yeargin says that she also wanted to help lift Greenville High School 's overall test scores , usually near the bottom of 14 district high schools in rankings carried annually by local newspapers . Mostly , she says , she wanted to prevent the damage to self-esteem that her low-ability students would suffer from doing badly on the test .	she	6	Yeargin	2
Mrs. Yeargin says that she also wanted to help lift Greenville High School 's overall test scores , usually near the bottom of 14 district high schools in rankings carried annually by local newspapers . Mostly , she says , she wanted to prevent the damage to self-esteem that her low-ability students would suffer from doing badly on the test .	she	3	Yeargin	2
Mrs. Yeargin says that she also wanted to help lift Greenville High School 's overall test scores , usually near the bottom of 14 district high schools in rankings carried annually by local newspapers .	she	5	Yeargin	2
School officials and prosecutors say Mrs. Yeargin is lying . `` That pretty much defeats any inkling that she was out to help the poor underprivileged child , '' says Joe Watson , the prosecutor in the case , who is also president of Greenville High School 's alumni association .	she	9	Yeargin	7
School officials and prosecutors say Mrs. Yeargin is lying . They found students in an advanced class a year earlier who said she gave them similar help , although because the case was n't tried in court , this evidence was never presented publicly .	she	13	Yeargin	7
Mrs. Yeargin concedes that she went over the questions in the earlier class , adding : `` I wanted to help all '' students .	she	5	Yeargin	2
Mr. Watson says Mrs. Yeargin never complained to school officials that the standardized test was unfair . What she did was like taking the law into your own hands . ''	she	2	Yeargin	5
Mr. Watson says Mrs. Yeargin never complained to school officials that the standardized test was unfair . `` Do I have much sympathy for her ? '' Mr. Watson asks .	her	8	Yeargin	5
Mrs. Ward says that when the cheating was discovered , she wanted to avoid the morale-damaging public disclosure that a trial would bring . She says she offered Mrs. Yeargin a quiet resignation and thought she could help save her teaching certificate .	she	12	Ward	2
Mrs. Ward says that when the cheating was discovered , she wanted to avoid the morale-damaging public disclosure that a trial would bring . She says she offered Mrs. Yeargin a quiet resignation and thought she could help save her teaching certificate .	she	3	Ward	2
Mrs. Ward says that when the cheating was discovered , she wanted to avoid the morale-damaging public disclosure that a trial would bring . She says she offered Mrs. Yeargin a quiet resignation and thought she could help save her teaching certificate .	She	1	Ward	2
Mrs. Ward says that when the cheating was discovered , she wanted to avoid the morale-damaging public disclosure that a trial would bring .	she	11	Ward	2
She says she offered Mrs. Yeargin a quiet resignation and thought she could help save her teaching certificate .	her	16	Yeargin	6
Mrs. Yeargin declined . `` She said something like ` You just want to make it easy for the school . '	She	2	Yeargin	2
To the astonishment and dismay of her superiors and legal authorities -- and perhaps as a measure of the unpopularity of standardized tests -- Mrs . Yeargin won widespread local support .	her	7	Yeargin	27
To the astonishment and dismay of her superiors and legal authorities -- and perhaps as a measure of the unpopularity of standardized tests -- Mrs . Yeargin won widespread local support . The school-board hearing at which she was dismissed was crowded with students , teachers and parents who came to testify on her behalf .	she	6	Yeargin	27
